time,서울시(대곡교),성남시(성남북초교),광주시(남한산초교),성남시(대장동),성남시(구미초교),성남시(한국학중앙연구원),성남시(궁내교)_WL,성남시(궁내교)_Q,서울시(대곡교)_WL,서울시(대곡교)_Q,대곡교_Ti,궁내교_Ti
2020-08-03 08:50:00,0.0,0.0,0.0,0.0,0.0,0.0,1.69,44.92,3.51,180.6,0.0,0.0
2020-08-03 09:00:00,0.0,0.0,1.0,0.0,0.0,0.0,1.67,42.63,3.42,167.77,0.016,0.0
2020-08-03 09:10:00,0.0,0.0,0.0,0.0,0.0,0.0,1.65,40.41,3.35,157.12,0.0,0.0
2020-08-03 09:20:00,0.0,0.0,0.0,0.0,0.0,0.0,1.64,39.32,3.31,151.91,0.0,0.0
2020-08-03 09:30:00,0.0,0.0,0.0,0.0,0.0,0.0,1.62,37.22,3.25,143.42,0.0,0.0
2020-08-03 09:40:00,0.0,0.0,0.0,1.0,0.0,0.0,1.61,36.19,3.12,127.12,0.074,0.488
2020-08-03 09:50:00,0.0,0.0,0.0,3.0,0.0,1.0,1.59,34.19,3.13,128.71,0.473,1.525
2020-08-03 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.59,34.19,3.09,122.41,0.0,0.0
2020-08-03 10:10:00,0.0,0.0,0.0,0.0,1.0,0.0,1.59,34.19,3.11,125.55,0.125,0.451
2020-08-03 10:20:00,0.0,0.0,0.0,0.0,0.0,0.0,1.58,33.22,3.01,113.24,0.0,0.0
2020-08-03 10:30:00,0.0,0.0,0.0,0.0,0.0,0.0,1.57,32.26,3.05,117.79,0.0,0.0
2020-08-03 10:40:00,0.0,0.0,0.0,0.0,0.0,0.0,1.57,32.26,2.97,108.78,0.0,0.0
2020-08-03 10:50:00,0.0,0.0,0.0,0.0,0.0,0.0,1.56,31.32,2.94,104.4,0.0,0.0
2020-08-03 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.56,31.32,2.92,102.96,0.0,0.0
2020-08-03 11:10:00,0.0,0.0,0.0,0.0,0.0,0.0,1.55,30.40,2.91,101.53,0.0,0.0
2020-08-03 11:20:00,0.0,0.0,0.0,0.0,0.0,0.0,1.54,29.50,2.89,98.69,0.0,0.0
2020-08-03 11:30:00,0.0,0.0,0.0,0.0,0.0,0.0,1.53,28.61,2.9,100.11,0.0,0.0
2020-08-03 11:40:00,0.0,0.0,0.0,0.0,0.0,0.0,1.53,28.61,2.9,100.11,0.0,0.0
2020-08-03 11:50:00,0.0,0.0,1.0,0.0,0.0,0.0,1.52,27.74,2.88,97.29,0.016,0.0
2020-08-03 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.51,26.89,2.87,97.29,0.0,0.0
2020-08-03 12:10:00,0.0,0.0,0.0,0.0,0.0,0.0,1.50,26.05,2.86,95.9,0.0,0.0
2020-08-03 12:20:00,0.0,0.0,0.0,0.0,1.0,0.0,1.50,26.05,2.84,93.14,0.125,0.451
2020-08-03 12:30:00,0.0,0.0,0.0,0.0,0.0,0.0,1.49,25.23,2.82,91.77,0.0,0.0
2020-08-03 12:40:00,0.0,0.0,0.0,0.0,0.0,0.0,1.49,25.23,2.81,90.41,0.0,0.0
2020-08-03 12:50:00,0.0,0.0,0.0,0.0,0.0,0.0,1.49,25.23,2.8,89.07,0.0,0.0
2020-08-03 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.49,25.23,2.78,86.4,0.0,0.0
2020-08-03 13:10:00,0.0,0.0,0.0,0.0,0.0,0.0,1.48,24.43,2.77,86.4,0.0,0.0
2020-08-03 13:20:00,0.0,0.0,0.0,0.0,0.0,0.0,1.48,24.43,2.75,83.77,0.0,0.0
2020-08-03 13:30:00,0.0,0.0,0.0,0.0,0.0,0.0,1.48,24.43,2.74,82.47,0.0,0.0
2020-08-03 13:40:00,0.0,0.0,0.0,0.0,0.0,0.0,1.47,23.65,2.73,81.18,0.0,0.0
2020-08-03 13:50:00,0.0,0.0,0.0,0.0,0.0,0.0,1.47,23.65,2.73,81.18,0.0,0.0
2020-08-03 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.46,22.87,2.72,81.18,0.0,0.0
2020-08-03 14:10:00,0.0,0.0,0.0,0.0,0.0,0.0,1.46,22.87,2.71,79.9,0.0,0.0
2020-08-03 14:20:00,0.0,0.0,0.0,0.0,0.0,0.0,1.45,22.12,2.71,79.9,0.0,0.0
2020-08-03 14:30:00,0.0,0.0,0.0,0.0,0.0,0.0,1.45,22.12,2.7,78.63,0.0,0.0
2020-08-03 14:40:00,0.0,0.0,0.0,0.0,0.0,0.0,1.44,21.38,2.7,78.63,0.0,0.0
2020-08-03 14:50:00,0.0,0.0,1.0,0.0,0.0,0.0,1.43,20.66,2.68,76.11,0.016,0.0
2020-08-03 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.43,20.66,2.68,76.11,0.0,0.0
2020-08-03 15:10:00,0.0,0.0,0.0,1.0,0.0,0.0,1.42,19.95,2.68,76.11,0.074,0.488
2020-08-03 15:20:00,0.0,0.0,0.0,0.0,0.0,1.0,1.42,19.95,2.67,76.11,0.251,0.061
2020-08-03 15:30:00,1.0,1.0,0.0,0.0,1.0,1.0,1.42,19.95,2.66,74.87,0.91,0.512
