,Start Index,End Index
0,2014-01-20 01:40:00,2014-01-20 16:00:00
1,2014-01-20 16:40:00,2014-01-21 07:00:00
2,2014-01-22 12:00:00,2014-01-23 02:20:00
3,2014-01-25 10:50:00,2014-01-26 01:10:00
4,2014-01-28 03:50:00,2014-01-28 18:10:00
5,2014-01-30 08:10:00,2014-01-30 22:30:00
6,2014-02-01 15:40:00,2014-02-02 06:00:00
7,2014-02-02 06:30:00,2014-02-02 20:50:00
8,2014-02-08 16:00:00,2014-02-09 06:20:00
9,2014-02-09 10:40:00,2014-02-10 01:00:00
10,2014-02-10 01:10:00,2014-02-10 15:30:00
11,2014-03-09 01:40:00,2014-03-09 16:00:00
12,2014-03-12 13:50:00,2014-03-13 04:10:00
13,2014-03-18 03:30:00,2014-03-18 17:50:00
14,2014-03-20 04:40:00,2014-03-20 19:00:00
15,2014-03-20 19:10:00,2014-03-21 09:30:00
16,2014-03-26 00:00:00,2014-03-26 14:20:00
17,2014-03-30 00:00:00,2014-03-30 14:20:00
18,2014-04-03 15:50:00,2014-04-04 06:10:00
19,2014-04-13 16:50:00,2014-04-14 07:10:00
20,2014-04-17 19:20:00,2014-04-18 09:40:00
21,2014-04-27 03:40:00,2014-04-27 18:00:00
22,2014-04-27 18:30:00,2014-04-28 08:50:00
23,2014-04-28 09:00:00,2014-04-28 23:20:00
24,2014-04-29 02:10:00,2014-04-29 16:30:00
25,2014-05-02 17:00:00,2014-05-03 07:20:00
26,2014-05-04 18:50:00,2014-05-05 09:10:00
27,2014-05-07 23:40:00,2014-05-08 14:00:00
28,2014-05-11 19:30:00,2014-05-12 09:50:00
29,2014-05-25 15:50:00,2014-05-26 06:10:00
30,2014-06-02 11:50:00,2014-06-03 02:10:00
31,2014-06-03 02:30:00,2014-06-03 16:50:00
32,2014-06-08 02:10:00,2014-06-08 16:30:00
33,2014-06-10 16:20:00,2014-06-11 06:40:00
34,2014-06-11 06:50:00,2014-06-11 21:10:00
35,2014-06-11 22:40:00,2014-06-12 13:00:00
36,2014-06-20 17:00:00,2014-06-21 07:20:00
37,2014-06-21 16:40:00,2014-06-22 07:00:00
38,2014-06-22 16:20:00,2014-06-23 06:40:00
39,2014-06-23 11:00:00,2014-06-24 01:20:00
40,2014-06-24 12:00:00,2014-06-25 02:20:00
